Date of Comment;Country;Comment Title;FULL COMMENT;Our Comments;Service-On Board/Off Board;Punctuality;Airplane Infrastructure;Other Factors;Positive Comment;;;;;;;;;;;;;;;;;;;
2024-08-03T10:32:53.000Z;ES;The worst air company ever;Trash company sold our seats;;NO;NO;NO;Overbooked flight;NO;;;;;;;;;;;;;;;;;;;
2024-08-02T20:11:11.000Z;AT;Denied at boarding;Massive $h!tty Airline, i mean what you get or better said safe for but all in all one of the worst airlines in existance;;YES;NO;NO;NO;NO;;;;;;;;;;;;;;;;;;;
2024-08-02T18:21:06.000Z;SE;If you want to lose not just money, but time as well;Flight Arlanda - Gdansk t/r: Smooth check-in and boarding including luggage check in. Flight departured and arrived on time both ways, in fact arrival was before schedule. Plane was clean and well maintained. Crew was friendly. Happy to choose Wizz air again.;;YES;YES;NO;NO;NO;;;;;;;;;;;;;;;;;;;
2024-08-02T17:56:45.000Z;DK;Terrible Experience with Wizz Air - Refused Refund for Cancelled Flight;As punctual as the their crew is charming and friendly - ie 0. Never thought I would find an airline that made me miss easyJet.;;YES;YES;NO;NO;NO;;;;;;;;;;;;;;;;;;;
2024-08-02T17:07:05.000Z;NL;Where do I start;Until now I only wrote good reviews, but for Wizzair I have to make an exception. My 15 year old nephew had a very nice holiday in Lithuania until I had brought him to the terminal and he arrived at the gate. There a stewardess started shouting at him that he had to give his passport while he had already done so, she found out 10 minutes later. Then a steward on the plane said that his suitcase was too big and did not fit in the compartment. He had to pay an extra 54 euros. The poor boy did not have that with him, then they said that his suitcase was not allowed. He called his mother in tears, but she could not get the staff on the phone, they did not have time for that. Fortunately there was a very nice fellow passenger who paid the amount for him. Then the man took the suitcase and it turned out to fit easily in the compartment, the man then asked for and received his 54 euros back. It seems very likely that a child traveling alone was an easy victim for the Wizzair staff. In short, downright scandalous. For me, my family and friends, never again Wizzair.;;YES;NO;NO;Extra fees;NO;;;;;;;;;;;;;;;;;;;
2024-08-02T16:50:35.000Z;NL;Worst company and experience EVER;F....company. f....m..fu....! When they delay their flight from their reason, website is blocked that you can do nothing...calling 1 euro/min...first min. You have to listen a voicemail...than they put you on hold...sometimes for a few min...then they don't have any information even if you get on the app!  Sometimes they disconnected...when you make a refund 2 times guy said that he did it few days later i had call 2 tomes more.bevause precious one he didn't do it...and said thst I can't get any confirmation by email...other person did it and I get the confromation...last time was cancelled...I rebook for next weekend and 5 hours delay....at night...this is teriiblw the f....worse ever airline! Is way beteer to book for even 100-200 euro more a normal airlines than this sh..! I hope that they bevame a bankrupt and someone else replace them! Most of my flights was delayd few cancelled, they didn't pay me compensation bevaus3 of the weather conditions...where all other planes was flying..if you have some important thing to do you can't relay on them and you can't plan nothing like train, bus, taxi afterwords...many times you are in the plane and suddenly when we suppose to fly we get info that we have to still wait for 30, 50, sometimes over an hour...other time we co wirh a bus to the plan3le and...no we had to come.back to the airport...because the plane was broken... the most sh.....it airline I've ever experienced...;;NO;YES;NO;Website, Extra fees, no compensation;NO;;;;;;;;;;;;;;;;;;;
2024-08-02T11:43:51.000Z;ES;First and last time travelling with…;"I DO NOT RECOMMEND WIZZ AIR: The experience with the outward flight to Bucharest (from Madrid) was quite chaotic. The billing staff is very very slow (it took the same 15 minutes with a passenger who was taking a tram), due to various problems and things that did not appear in the system (and the client had paid). Then, to board the plane they are slow, disorderly and chaotic... creating a really unpleasant situation. If you are old, have problems/go with a cane, or are pregnant they just don't care. There is no concept of priority. Well... if it exists, they charge you for a ""prioriti"" service that is supposed to get you on the plane before everyone else... but since it includes a trolley-type suitcase to carry in the cabin, everyone pays for it. With which the concept of priority is diluted and all the people get on the plane in a rush. Compared to other airlines, they are a disaster.
Now we go to the return trip (Bucharest-Madrid), which was unpleasant, disastrous and I would almost say bordering on ""SCAM"". First you should know that if you can check-in online, YOU SHOULD DO IT. Otherwise, at the airport they will charge you €45 per passenger to check in at the counter (any airline does it for free, since it is a service, a way to control the access of the ticket and also know ""who "" Flying). However, on the WIZZ AIR website it clearly says that if they do not have the online check-in service open for your flight, THEY CANNOT CHARGE YOU a cent. On the outward journey from Madrid this was the case. But, BUCHAREST is another world and as long as they can take advantage... well they will.
The fact is that our return flight, without any prior notice, changed airports and instead of leaving from their international airport, it left from a civil airport that is in the city. Needless to say, at the international airport no one had any idea about anything and it was impossible for them to inform us of anything. Finally we got someone to help us with the information. The race begins to get to the other airport by taxi, in a city that is clogged all day by traffic jams... we manage to get there. And when we arrived at the check-in counter we found that the flight (for reasons I don't know) was operated by another airline and as the case was, we would have to pay those €45 billing per person... we are a family of 3, so if we wanted to get on the plane we had to spend €135. The excuse was ""online check-in"", but since you are sold and if you don't pay you are stuck there, you have to jump through the hoop. A FRAUD. The curious thing is that it was the only flight that was operated that day at the airport, and the same two employees who checked in were the ones who later controlled the passengers getting on the plane. The flight left 1 hour late because of all this. We are complaining about this to WIZZ AIR, but I simply DO NOT RECOMMEND FLYING WITH THEM. In the end it is better to fly with a serious airline that gives you good service. Cheap is expensive.";;YES;NO;NO;Extra fees, no information provided;NO;;;;;;;;;;;;;;;;;;;
2024-08-01T19:09:26.000Z;RS;Customers are not able to modify just…;They lie, they do not know the language they are supposed to speak, they do not know nothing. Completely useless...;;YES;NO;NO;NO;NO;;;;;;;;;;;;;;;;;;;
2024-08-01T17:12:23.000Z;RO;Flight change fare difference more than doubled in a few hours;Last time there was a 4 hours delay. WIZZAIR refuzed to compensate us claiming extraordinary circumstances. Today i sit in a Wizzair plane waiting to depart, it was already delayed 2 hours and after everyone was onboarded they said there is a technical issue and we can't depart. I have had so many awful experiences with them, there is not enough space in this review to mention all. Avoid them as much as possible.;;NO;YES;NO;NO;NO;;;;;;;;;;;;;;;;;;;
2024-08-01T14:35:42.000Z;GB;Overbooked flight;Avoid this airline at all costs, they have persistently let me and other passengers down over the course of two flights in and out of Budapest. Firstly, they put me on standby and left me waiting at Luton airport, not knowing if I would be able to make my business trip. There were 10 of us put on standby because they had overbooked the flight. It was only when me and the 9 other passengers got to the gate that we were told that there was space and we could board. The outbound flight was also delayed by over an hour. I booked priority tickets both ways that came at additional costs. Surely nothing could go wrong on my return flight .. right?? I checked in online prior to arriving at Budapest airport to find out that Wizz had changed my priority boarding to standard which limited how much hand held luggage I could take on the plane. This resulted in me paying additional fees at the gate to carry on 2 bags that I have previously paid for. They said I can take this up with Wizz air once I’m back but if I wanted to take both bags on the plane, I needed to pay the additional costs. What more can go wrong right?! They boarded us on time (can you believe) to be told once were we on the plane, that the flight would be delayed by over 2 hours because there’s lots of planes in the air. Do yourself a favour and pay a little more and save yourself ALOT of pain. Wizz are a bunch of clowns and reading these reviews (retrospectively), I wish I’d have flown with someone more competent. Thanks .. for nothing Wizz Air;;YES;NO;NO;Overbooked flight;NO;;;;;;;;;;;;;;;;;;;
2024-07-31T17:00:49.000Z;BE;Worst in Europe;"I had an awful experience with absolutely zero help from the customer service. I booked a flight and needed to make a change within 24 hours of booking the flight. Usually, there is a policy on most airlines that if you make an amend, they will help you free of charge. This was not the case with me and I was charged a ?40 amendment fee. When making the change, the site timed out and when this happened and I re-booked, the date was incorrect. I called Wizzair WITHIN LESS THAN TWO HOURS to ask them to help me make the amend and they have charged me again with absolutely no empathy to a mistake being made. The customer service was rude and hung up on me. This has been an awful experience booking a flight for my birthday and is definitely an airline I will avoid using in the future. It is just a money-grabbing company with absolutely no empathy or customer support.

The Department of Transportation has a long-standing policy that requires airlines to provide free changes to consumers within 24 hours of purchasing, so long as a ticket is bought at least seven days before a flight. Wizzair will not offer you even 2 hours grace.

Also, please note, if you do take your complaint to Twitter, you will be helped nearly immediately by a very friendly customer support team from a scam account pretending to be WizzAir. I am quickly learning if they are kind and helpful, they are unlikely to actually be WizzAir.";;YES;NO;NO;Extra fees;NO;;;;;;;;;;;;;;;;;;;
2024-07-31T13:56:34.000Z;US;Wizz air / Ji(zz) air!;I was charged an extra 96 euro for a round trip ticket from bucharest to budapest on Wizz air for not purchasing the tickets on line. I was directed by booking.com to check in however it was impossible to do this. I tried twice and since the flight was to a different country than romania I thought that we needed to go to the counter for the tickets to be issued. We were at the airport 3 hours before the flight and we were charged with 96 euros. The customer service person should have helped us to get to the company's site since we couldn't log in...instead charged us. This is not fare and any company that offer that kind of business shouldn't be in business and shouldn't direct their customers to do business with it.;;YES;NO;NO;Extra fees;NO;;;;;;;;;;;;;;;;;;;
2024-07-31T13:49:58.000Z;PL;this company has very bad people at the…;"They Steal from you, just before you pay! Watch out!

Its not the first time my total amount changes just before the payment. Before, they considered me a robot and charged a 10GBP fee.

This time, when adding a luggage the price was 53GBP (already a lot), but just at the last minute before paying total amount changed. Checking again the total, it was showing 80GBP!
To make it better, I returned one screen and they send me to main page with a new price for flight too.
The others are really bad but, at least HONEST";;NO;NO;NO;extra fees/hidden charges, website/app issues;NO;;;;;;;;;;;;;;;;;;;
2024-07-31T13:14:54.000Z;NL;Fined for wizz air's online check in not working;"Hello

my son 15 years old had to pay for his hand luggage!!! the only one of the entire flight. everyone had hand luggage and some so big that it wasn't even hand luggage anymore. I find this downright scandalous. You guys are really dirty when you cheat money out of a child. This was today 31-07-2024. Flight vno to eindhoven. I will never travel with you ever again. I want a refund. So disgusting how you treat a child. Before paying, the suitcase supposedly didn't fit and after paying, how miraculously the suitcase fit in the suitcase holder. you guys are really disgusting.

To top it all off, the ground stewardess also loses his welding port and then he blames him, a really disgusting person and she didn't even want to speak to me, I'm so angry, you see a child with a tan and attack him like this. Shame on you and disgusting for 54 euros";;YES;NO;NO;Extra fees, racism;NO;;;;;;;;;;;;;;;;;;;
2024-07-30T16:38:38.000Z;DE;Our flight was cancelled and they…;"Wizzair sells add-ons, but does not guarantee that the service will be offered at all. There is no refund.
This means, for example, that priority boarding is sold, but the passenger is not guaranteed that it will take place at all. The money is better invested in sports betting.

The seats on the plane are worse than those in the Berlin underground and could be straight out of the citizen's office.";;NO;NO;YES;being sold services (e.g., priority boarding) without a guarantee or refund;NO;;;;;;;;;;;;;;;;;;;
2024-07-30T11:39:42.000Z;GB;SUCKS;Worst customer service and systems are designed to prevent you from claiming your money back when they cancel and change flights. Their customer service number is a premium number designed to get you to spend even more money when trying to resolve your issue. Avoid. Avoid. Avoid.;;YES;YES;NO;prevent you from getting a refund;NO;;;;;;;;;;;;;;;;;;;
2024-07-30T09:36:18.000Z;CZ;terrible experience;Don't travel with them if you don't have to. Zero communication, zero compensation, incredible delays of planes even on short routes, or they cancel it outright. Never never never again!!!;;NO;YES;NO;lack of communication, no compensation;NO;;;;;;;;;;;;;;;;;;;
2024-07-30T08:47:09.000Z;GB;scammers;"Be careful. Wizz Air deliberately overbook their flights then bump people who have paid for tickets off the flight at the last minute.

On Sunday 28/07 my daughter was denied boarding her plane at Luton airport on her flight to Bourgas because the Wizz flight was deliberately overbooked. She had done everything correctly, her flight was booked and paid for in August 2023, she checked in online as per the Wizzair policy and was at the check in desk at the airport 3 hours prior to her flight to check in her luggage.

She had to go through the whole procedure only to be told at the boarding gate that she could not get on the plane as they had overbooked the flight.

She subsequently went to the handling desk at the airport and requested a full refund and had to book another flight from Gatwick with Balkan later that day. Initially she asked to get put on the next Wizz flight out to Bourgas the following day but was told this was already overbooked by 10 people! So other unsuspecting travellers were no doubt subjected to the same ordeal the next day.

To her surprise, this money has not been refunded but instead she has been booked onto the next available Wizz flight on 31/07. This was not what she requested nor is this shown on the paperwork given to her at the airport.

Despite several phone calls on Monday to Wizz customer services this has still not been resolved and she has been told that she needs to submit a complaint online.

Needless to say, this has been a very traumatic experience for her as a young woman with little experience of travelling alone.

How are airlines allowed to treat people this way?";;YES;NO;NO;denied boarding, overbooking flights, no refund;NO;;;;;;;;;;;;;;;;;;;
2024-07-30T01:23:20.000Z;GB;Complete scam of a company..;This is the stupidest company ever, but for different reasons to most listed. I’ve been trying to pay for flights, trying to give them money, I even downloaded the app and approved through my bank, and they ask for information that seems to interrupt in the payment process.;;NO;NO;NO;App issues;NO;;;;;;;;;;;;;;;;;;;
2024-07-29T21:53:54.000Z;HU;Wizz Air: Greedy and Unreliable;Stay away from this airline they stealing money from the customer in a legal way they charge double amount if the checking online is not completed through their website and they have staff sitting on the desk which is they should do the checking in for all customers but they find this excuse to charge double amount for ticket ,stay away from them And they are very rude for conversation with the customer;if you did not buy your tickets from their website;YES;NO;NO;extra fees/hidden charges;NO;;;;;;;;;;;;;;;;;;;
2024-07-29T21:09:25.000Z;CZ;I can't leave less than 1 star.VERY…;Worst airline ever.;did not specify;NO;NO;NO;NO;NO;;;;;;;;;;;;;;;;;;;
2024-07-29T20:21:27.000Z;AT;Wheelchair ordered through wizz air for…;"To the CEO of Wizzair

Dear Mr Varadi

I know you will not read this post, as non of your staff seem to bother replying. My first trip with Wizzair was a disaster. The journey from Vienna to London Gatwick, was by your airline‘s standards a success, the delay in landing was only one hour. Congrats!

The return journey on the other hand was anything but WIzZ. At check in, one person operating the desk for around 250 passengers. An sms at 1430 warned,of a 3 Hour delay for a flight leaving at 1930. No corrective action possible I suppose.

No one at the Menzies desk to answer questions, no one answering the phone. Passengers left completely in the dark as were others trying to get to Milan and Naples. Boarded at 2330 took off at 2400 , just a cursory apology. Arrived in Vienna at 0240 got home at 0400.

Completed the complaint process via Wizzair only to be told that after that „after thoroughly investigating“ my case the delay was the result of air traffic issues, known about 5 hours before the due take off time.

Furthermore Wizzair has provided no proof which you are obliged to do according to 261/2004 of the European regulation, a quote your airline guidelines provided me with.


I will be taking this matter further with a claims agent which your airline is very keen customers do not do.

With this level of service you are unlikely ever to see a ?100mn bonus again.

YOURS VERY ANNOYED";;YES;YES;NO;lack of regulatory compliance;NO;;;;;;;;;;;;;;;;;;;
2024-07-29T05:39:19.000Z;PL;WORST AIRLINE - RUN AWAY;;did not specify;NO;NO;NO;NO;NO;;;;;;;;;;;;;;;;;;;
2024-07-29T05:38:31.000Z;GB;Flight from Liverpool delayed 3 h;This company is corrupted. Came early in the morning with kids to airport to know how they make money they don’t allow to check in online and they charge you at the airport. When you go to check in they will tell you no more seat is available. Excuse me what no more seats available what do you mean? Oh because you didn’t check in early no more seats availabile you will be stand by. Avoid this airline at all times.;;YES;NO;NO;forced airport check-in fees and being placed on standby despite arriving early;NO;;;;;;;;;;;;;;;;;;;
2024-07-28T20:35:33.000Z;GB;Do not book with these fools;"Misclicked flight date; tried to change (within 5 minutes of mistake) and refund processing fees were greater than the cost of flight. Avoid.";;NO;NO;NO;high refund processing fees;NO;;;;;;;;;;;;;;;;;;;
2024-07-28T10:00:22.000Z;GB;Avoid this company;"1. @trustpilot: please give possibility for consumer to give score rating ‘0´. This will allow a better representation of how useless and bad travel experience with wizzair is.

2. They overbook flight which sometimes leave you no other choice than to take another one.

3. No consistency in their policy. They randomly take people for luggage size check and make them pay. You go and come back with the same luggage, sometimes its ok sometimes no and you payx So just pray they dont choose you

4. Rude personal.

5. Website wise, it is really annoying at everytime to check every single line to make sure your price stays the same.

Overall, I took wizzair many times, NOT because I like the company, but by price of course ( like most of the people i guess )
Yes, It is cheap if everything goes well, but price can go really and very easily high if they ´caught’ you.

My take: no policy consistency, looking for every single opportunity to charge you as much as possible.

@wizzair: it is a forever BYE and would gladly pay more just to avoid travelling with you.";;YES;NO;NO;Overbooking flights/denied boarding, hidden extra fees, no policy consistency;NO;;;;;;;;;;;;;;;;;;;
2024-07-28T06:07:51.000Z;GB;Worst!;My review is ZERO.  The worst company ever in customer service. AVOID !!AVOID!!! YOU WILL NOT GET YOUR LUGGAGE IN YOUR DESTINATION COUNTRY. I travlled from London To Istanbul and my luggage was found from wizz air travelling to another country. Airport staff said my luggage hasn't come from London. Later my luggage was just there in  the midsle of the airport .Please don't travel with wizz air.;;NO;NO;NO;lost luggage;NO;;;;;;;;;;;;;;;;;;;
2024-07-27T23:35:42.000Z;GB;WORST EXPERIENCE;"Unable to log into my Wizz Air account - terrible, poor quality and costly customer service.
I booked a ?200 flight to Istanbul and then got signed out of my Wizz Air account. I was then unable to reset my password as Wizz Air did not send a password recovery email to my email address. I tried to address this by calling the Customer Service Call Centre - however, I was forced to wait for over an hour (at great cost - ?1.45/minute) on hold without receiving any support with my claim. As someone who has frequently flown Wizz in the past, I will never fly with Wizz again after this experience.
I am currently still unable to log into my account and check in and would appreciate decent, free customer service support.";;YES;NO;NO;WizzAir account issues;NO;;;;;;;;;;;;;;;;;;;
2024-07-27T16:18:27.000Z;GB;Absolute terrible;"Only use this airline if you’re travelling alone!

If you are a couple or part of a group in the same booking, they will always seat you apart to try to force you to pay to sit together. Sneaky";;NO;NO;NO;extra fees for sitting together;NO;;;;;;;;;;;;;;;;;;;
2024-07-27T16:16:37.000Z;GB;Worst Imaginable ZZ-list   Abusive…;"AVOID! Worst costumer service ever! I understand that sometimes happens to have delays as an airline company but what is impossible for me to understand is the lack of communication with their costumers.
Very inappropriate attitude and rudeness from Wizz Air staff. No costumer service at all, no communication, no interest about their costumers needs! No compensation when is purely their fault. You just need to comply with what they are telling you otherwise they will not let you fly! Wow! I'm trying to imagine how their interviews goals are, the rude you are the more chances you got to be hired...";;YES;YES;NO;lack of communication/customer service, no compensation;NO;;;;;;;;;;;;;;;;;;;
2024-07-27T10:54:41.000Z;AU;If you like delays of over 16 hours (…;Great plane! Nice Fly. Thanks;;NO;NO;NO;NO;YES;;;;;;;;;;;;;;;;;;;
2024-07-26T19:53:49.000Z;GB;Once you've paid for extras;Proper rip off, accidentally put the wrong name and to change it after 2 min after purchase they charging me ?106…. Ridiculous;;NO;NO;NO;high extra fees for changing traveller's name;NO;;;;;;;;;;;;;;;;;;;
2024-07-26T09:59:45.000Z;GB;Stranded at the airport, no help;"SHAMEFUL COMPANY - STAY AWAY
I booked well in advanced to get decent price, only to learn two days prior departure that Wizzair cancelled my booking and forced to buy book the same f;igh at 5x the original price.
I had no cancellation notice, no refund, absolutely nothing to indicate cancelation of my booking.
Now they keep emailing me crap about prices changing and refusing to refund.";;NO;NO;NO;lack of communication, cancelled booking, no refund;NO;;;;;;;;;;;;;;;;;;;
2024-07-26T00:43:20.000Z;GB;4hr late Gatwick staff extra check-in charges for website/app tech issues;We had worse an experience with wizz airline when we traveled from Luton to Lisbon on 5th of July 2024. It was first time that I used wizz air but it was more than worse service ever we experienced. First fall their luggage requirements is such misleading and they charged us on the gate ?55 which was clearly mentioned less than 10kg a bag is free but they charged us. I think this types of airline need to ban in UK. Also pilot couldn’t land in Lisbon Airport and they diverted into Faro and they ruined our first day, no compensation was given. So I would not recommend to anyone to use this worse aniline and avoid from extra cost in the last minute. I will never ever use this airline in my life .;;NO;NO;NO;misleading luggage info, extra fees, no compensation, pilot could not land;NO;;;;;;;;;;;;;;;;;;;
2024-07-25T20:44:08.000Z;RO;Be advised that if you forget your…;The worst air company ever! sells one ticket to more than one person. So the one paying more, gets in the plane. My husband was denied the seat. People are losing their vacations because of these.... Apparently to pay the person without the seat in court is cheaper than losing a lot of money from double costumers;;NO;NO;NO;Overbooking flights/denied boarding, one who payed more for the ticket got on the plane;NO;;;;;;;;;;;;;;;;;;;
2024-07-25T18:16:55.000Z;GB;VARNING;"Denied at boarding? What does that mean? Check in- Go to airport- go to boarding gate in good time- que up- told to check your email-check email- email at saying denied boarding. No call, no rebooking of flight, no refund, no help, no representative to ask.
The worst of the worst of budget airlines. Good luck with a claims form which lets face it will probably be slow and ineffective.
Never again will they see my custom or anyone I can influence. AVOID, pay more get a good service!";;YES;NO;NO;overbooking flights/denied boarding, lack of communication, no refund;NO;;;;;;;;;;;;;;;;;;;
2024-07-25T17:17:48.000Z;CH;Pure garbage;"I had a really bad experience recently, therefore I would not suggest to choose this airline. After the system outage on Friday the 19th of July my flight was first delayed then canceled from the 21th of July (the info came real late, we already waited hours at the airport). The flight was originally set to 18:55 and then delayed to 12:45 ON THE NEXT DAY, which was unfortunately a Monday. One taxi ride later I started a claim and today I received a reply that no compensation is due. Reason: extraordinary circumstances. Should I understand that you did not have time to reinstall and correct your systems, well if a lot of other companies could do that? I would do so, if you’d threat everyone as a human being. Because this did not just cost money and a lot of time, but it was a 20 hour overnight delay to a working day where I could not show up. There are a lot of people who are not so lucky to report sick leave or a free day/holiday, and the minimum would be a compensation also if it’s not mandatory by law.
I’m just sorry that we already purchased some other tickets for September, next time I would definitely choose another airline with much more respect and better reputation, because it’s ridiculous. (Claim 081ec0ce PNR: GPPTKB)";;NO;YES;NO;no compensation, late information;NO;;;;;;;;;;;;;;;;;;;
2024-07-25T16:14:15.000Z;GB;If I could give 0 stars I would;"I recently had the unfortunate experience of booking a flight with Wizz Air, and I can confidently say this is the worst airline I have ever dealt with. My flight was cancelled (W4 6303 MXP - LGW 21/07/2024), and when I contacted their customer service for a refund, they refused, citing ""extraordinary circumstances"" as the reason.

This airline seems to have a very loose interpretation of what constitutes extraordinary circumstances, using it as a blanket excuse to avoid refunding customers. I find this completely unacceptable and deeply frustrating, as it leaves passengers like me out of pocket for services we never received, on top of being stuck abroad for 2 days.

The customer service was unhelpful and dismissive, showing no empathy for the inconvenience and stress caused by their cancellation. It's clear that Wizz Air prioritises their bottom line over customer satisfaction.

I strongly advise anyone considering flying with Wizz Air to think twice. There are plenty of other airlines that treat their customers with respect and honour their commitments. Avoid Wizz Air if you want a hassle-free travel experience.";customer service: lack of empathy, dismissive;YES;YES;NO;no refund/compensation;NO;;;;;;;;;;;;;;;;;;;
2024-07-24T22:03:35.000Z;IT;;Where do I start. First, a while ago after we had already pretty much planned the vacation, the flight back was canceled and there weren't any other flights on that date, so we had to reschedule the trip back one day later. Not a big deal, but now we're at the airport waiting to fly back home and the flight is two hours and a half late. Guess what? No refund, not even partial. Just a 5? coupon which can only be used at the airport for a day and only in a few (very mediocre) structures. Considering how everything costs a lot of money here, how a two hour delay is quite a lot and how late we're gonna get home because of this, we expected a little more consideration as customers. A 5+ hour delay for being legible for a refund is insane, and the voucher felt like a joke. Never buying from this company ever again, as it's proven itself to not be reliable and customer service is almost non existent.;;YES;YES;NO;no refund, only 5? coupon for limited usage;NO;;;;;;;;;;;;;;;;;;;
2024-07-24T19:11:07.000Z;GB;;"Worst company and experience EVER! I was denied boarding due to overbooking /and who's fault it is?/, nobody helped or explained or assisted. I was left in huge distress from which they took an advantage accordingly, and as I failed to find out about power of attourney and denied boarding form, now I cant even clime my money back.
Criminals!!!
If you have any suggestions how to tackle the problem, given the fact I dont have the needed documents, please do share, as these people are fraudsters.
Thank you";;YES;NO;NO;overbooking/ denied boarding, no refund;NO;;;;;;;;;;;;;;;;;;;
2024-07-24T17:31:20.000Z;CA;;First and last time travelling with Wizz air Very arrogant staff Flight had 2:30hours delayed and not even a glass of water was available for all the kids in the plane Very very bad company I DON’T RECOMMEND EVER;arrogant staff;YES;YES;NO;NO;NO;;;;;;;;;;;;;;;;;;;
2024-07-24T14:28:17.000Z;DE;;"Customers are not able to modify just one ticket, instead you must re-book the whole booking. But Wizzair will still charge you the modification fee PER TICKET, not per booking. Rip off.

Can't get a refund on your card, only their coupons.

Customers treated like slaves who are begging for a favor.

Flights are constantly late and canceled.

Absolute trash website that keeps logging out every 30 seconds. And does not allow to modify my flights, ""all tickets are sold out"" page is displayed instead. Even though I am observing available tickets right now in the other browser tab.";;YES;YES;NO;high extra fees for changing tickets, no refund, website issues;NO;;;;;;;;;;;;;;;;;;;
2024-07-24T00:56:18.000Z;GB;;"We are using Wizz Air for the first time and booked flex just incase.

Due to illness, we’re having to reduce our holiday and fly out 3 days later.

I checked the price of doing this at half 2 this afternoon before deciding to go ahead at half 10 this evening. It went from ?27 to ?69.

It’s frustrating to think the app is putting prices up in such a short space of time based on what you’ve searched when you’ve paid an additional amount for a flexible service which advertises no fees, just a fare difference. Interestingly, the other flights around that date, which I didn’t click on earlier; would only have been an increase of about a penny!

Don’t click on the change flight button unless you’re really going to do it there and then, or the fare may increase in just a few hours!";;NO;NO;NO;price manipulation;NO;;;;;;;;;;;;;;;;;;;
2024-07-23T21:10:05.000Z;MK;;Upon check-in today, we were told that our flight had been overbooked and that I wouldn’t be able to get on the plane. The guy behind the desk barely spoke English, it took 15 minutes and Google Translate to get proper info from him. His colleague who knew English decided to simply ignore us. After much back and forth, they managed to find a seat for me and a few other people who also didn’t have seats, causing a half-hour delay. Never flying with Wizzair again!;;YES;YES;NO;overbooking;NO;;;;;;;;;;;;;;;;;;;
2024-07-23T17:42:30.000Z;EG;;Flew with them 7 times so far, every single flight was delayed, last delay was 24 hours and they refused compensation claim, no idea how the EU letting this company keep getting away with this.;;NO;YES;NO;no compensation;NO;;;;;;;;;;;;;;;;;;;
2024-07-23T14:54:05.000Z;DK;;We had booked a flight on the 14th of July from Copenhagen to Gdansk. When we arrived three hours before in the airport of Copenhagen as planned they told us in check in, that we were on a standby ticket and that we couldn't get on the flight to which we had booked and payed a ticket. When we arrived at the gate with our boarding passes, Wizz air denied us access on the flight because they had overbooked the flight by 10%. They kept saying that this was fully legal and that we just couldn't use our boarding passes because other people also had our seat and that we had to pay for another flight ticket even though we had our boarding passes. They even denied a mother access to the flight where her two children beneath 10 years old were already sitting alone with no adults! We then left and had to go back to check in to wait for 6 hours just for them to tell us that they would send us an email at some point. So we lost a full day and our plane ticket because they denied us access on the flight we had already payed for. I have never experienced worse in an airport or from an airplane company, and there's a lot of horrible  experiences to pick from. But Wizz air wins the prize of the worst company ever made and they should call themselves Ji(zz) air because it's like being forcefed a massive dick. Congratulations ??;;NO;NO;NO;overbooking/ denied boarding;NO;;;;;;;;;;;;;;;;;;;
2024-07-23T11:06:44.000Z;GB;;this company has very bad people at the check in counters at the check in before entering the plane I can say thieves and scammers my 16 year old son was robbed in a bizarre way he had hand luggage that barely exceeded their new criteria then they told him that  he has to pay what the child did he paid ?55.50 in cash he gave ?60 and they didn't give him back the change saying they don't give back the change and the thing is even worse they sent me the bill by email since I bought the ticket for ?44.50 so yes  i feel my child was stolen only because they saw an opportunity to travel alone without parents so be careful with these scammers very bad experience and disappointing;;YES;NO;NO;extra fees;NO;;;;;;;;;;;;;;;;;;;
2024-07-23T10:33:10.000Z;GB;;"Booked flights. Tried to check in online the day before, service wasn't working, for whatever reason the app wouldn't let me do so. Got to the airport super early to check in and explain what had happened and try to find out what happened. The guy on the was very apologetic, and said he needed a receipt to put on the file of a ""check in fee"", but that I could submit it to wizzair afterwards and be refunded. Not ideal, but he was sure I'd get a refund.
After I checked in I submitted it online, I was told by customer service that "" it is the passenger's responsibility to check in"". Ok so 1) why was I UNABLE to check in online and 2) why was I confidently told I'd be refunded. They're awful.";;NO;NO;NO;problems with online check-in, no refund;NO;;;;;;;;;;;;;;;;;;;
2024-07-23T10:14:56.000Z;GB;;Our flight was cancelled and they promised to refund us but now they are saying because of unexpected circumstances they would not issue our refund. Not acceptable! Irresponsible company charging customers for a service they did not provide. Is this even legal?;;NO;YES;NO;no refund;NO;;;;;;;;;;;;;;;;;;;
2024-07-23T03:33:30.000Z;IT;;SUCKS! it’s not possible that every flight has to be delayed. THAT IS JUST UNBELIEVABLE fr yall got to be more organized;they should be more organized;NO;YES;NO;NO;NO;;;;;;;;;;;;;;;;;;;
